Demojized,Captions,Latitude,Longitude,Retweet Count,Created (UTC),Full Text,Sentiment Score,Sentiment
Just posted a photo @ Excelcare Hospitals Guwahati  , BRAVE HEART OF THE DAY MAN OF THE DAY Date  11.10.2021     MR.SAURAJIT MEDHI  a member of helping hand blood donors group has extended the noble job by DONATED HIS BLOOD AT EXCELCARE HOSPITAL We wish patient s speedy recovery and every possible support from our group.... DURING THIS PANDEMIC SITUATION..... THE HELPING HAND BLOOD DONORS congratulate MR.SAURAJIT MEDHI for his noble job. AND REALLY A GREAT BRAVE HEART IN THIS EARTH        BLOOD DONORS    SAVE A LIFE    DONATED BLOOD....,26.12585019,91.77978516,0,2021-10-11 08:34:26,Just posted a photo @ Excelcare Hospitals Guwahati    BRAVE HEART OF THE DAY MAN OF THE DAY Date  11.10.2021     MR.SAURAJIT MEDHI  a member of helping hand blood donors group has extended the noble job by DONATED HIS BLOOD AT EXCELCARE HOSPITAL We wish patient s speedy recovery and every possible support from our group.... DURING THIS PANDEMIC SITUATION..... THE HELPING HAND BLOOD DONORS congratulate MR.SAURAJIT MEDHI for his noble job. AND REALLY A GREAT BRAVE HEART IN THIS EARTH        BLOOD DONORS    SAVE A LIFE    DONATED BLOOD....,0.6,Very Positive
"Thank You Anwi For This Wonderful Gift wrapped gift ,Abuu Baby red heart red heart red heart  @ Lankeshwar  ", Thank You Anwi For This Wonderful Gift   Abuu Baby       ,26.14078161,91.6463029,0,2021-10-11 08:16:42,"Thank You Anwi For This Wonderful Gift wrapped gift ,Abuu Baby red heart red heart red heart  @ Lankeshwar    Thank You Anwi For This Wonderful Gift   Abuu Baby       ",0.4,Positive
Just posted a photo @ Assam  , Link in BIO  These presets are made exclusively for Leica Camera s DNG files keeping skin tones and image quality in mind but at the same time adding film like character to them so they don t end up looking too digital.   Leica  LeicaQ  LeicaQ2  streetphotography  leicaphotography  presets  leicam10  lightroom,26.14,91.77,0,2021-10-10 13:48:03,Just posted a photo @ Assam    Link in BIO  These presets are made exclusively for Leica Camera s DNG files keeping skin tones and image quality in mind but at the same time adding film like character to them so they don t end up looking too digital.   Leica  LeicaQ  LeicaQ2  streetphotography  leicaphotography  presets  leicam10  lightroom,0,Neutral
Just posted a photo @ Assam  ,    transport drama    . . .  pressoriginphotos  visualizeradib  photostory  indiaphotoconcept  blankandwhite  lensculture  reutersindia  apfstreetphotographymagazine  gettyimages  editorialphotography  documentaryphotography  documagazine  nurphoto agency  mystreet bnw  monochromamagazine  india gram  ap  epa  efe  pti  bnw demand  betterphotographymagazine  insidephotos  zumapress  momaphotoclub  fujifilm  necollective  streetphotocollective  MoMANYC  yourshotphotographer,26.14,91.77,0,2021-10-10 19:29:11,Just posted a photo @ Assam       transport drama    . . .  pressoriginphotos  visualizeradib  photostory  indiaphotoconcept  blankandwhite  lensculture  reutersindia  apfstreetphotographymagazine  gettyimages  editorialphotography  documentaryphotography  documagazine  nurphoto agency  mystreet bnw  monochromamagazine  india gram  ap  epa  efe  pti  bnw demand  betterphotographymagazine  insidephotos  zumapress  momaphotoclub  fujifilm  necollective  streetphotocollective  MoMANYC  yourshotphotographer,0,Neutral
Just posted a photo @ Assam  ,    mischief    . . .  pressoriginphotos  visualizeradib  photostory  indiaphotoconcept  blankandwhite  lensculture  reutersindia  apfstreetphotographymagazine  gettyimages  editorialphotography  documentaryphotography  documagazine  nurphoto agency  mystreet bnw  monochromamagazine  india gram  ap  epa  efe  pti  bnw demand  betterphotographymagazine  insidephotos  zumapress  momaphotoclub  fujifilm  necollective  streetphotocollective  MoMANYC  yourshotphotographer,26.14,91.77,0,2021-10-10 20:01:13,Just posted a photo @ Assam       mischief    . . .  pressoriginphotos  visualizeradib  photostory  indiaphotoconcept  blankandwhite  lensculture  reutersindia  apfstreetphotographymagazine  gettyimages  editorialphotography  documentaryphotography  documagazine  nurphoto agency  mystreet bnw  monochromamagazine  india gram  ap  epa  efe  pti  bnw demand  betterphotographymagazine  insidephotos  zumapress  momaphotoclub  fujifilm  necollective  streetphotocollective  MoMANYC  yourshotphotographer,0,Neutral
Just posted a photo @   ,,26.1771297,91.7543716,0,2021-10-11 04:36:19,Just posted a photo @    ,0,Neutral
"#birthdaygirl #mochachiyato #icecreamrolls #rollicecream #happycustomer #belatedshare

 @  #addictedtoflavours…  #birthdaygirl #mochachiyato #icecreamrolls #rollicecream #happycustomer #belatedshare

 @  #addictedtoflavours #flavourslive #guwahati #guwahatiplus #guwahatifoodblogger @ Addicted To Flavours  ",  birthdaygirl  mochachiyato  icecreamrolls  rollicecream  happycustomer  belatedshare       addictedtoflavours  flavourslive  guwahati  guwahatiplus  guwahatifoodblogger,26.18163,91.740074,0,2021-10-12 05:29:10,"#birthdaygirl #mochachiyato #icecreamrolls #rollicecream #happycustomer #belatedshare

 @  #addictedtoflavours…  #birthdaygirl #mochachiyato #icecreamrolls #rollicecream #happycustomer #belatedshare

 @  #addictedtoflavours #flavourslive #guwahati #guwahatiplus #guwahatifoodblogger @ Addicted To Flavours     birthdaygirl  mochachiyato  icecreamrolls  rollicecream  happycustomer  belatedshare       addictedtoflavours  flavourslive  guwahati  guwahatiplus  guwahatifoodblogger",-0.4,Negative
Happy &amp, Safe Durga Puja @ Guwahati  ,26.16666667,91.76666667,0,2021-10-11 12:44:32,Happy &amp  Safe Durga Puja @ Guwahati,0.65,Very Positive
Just posted a photo @ Assam  ,    Created on phone  Inspired from  pinterest  Tags   illustration  2d  art  artwork  eye  illuminati  digitalart  tedhiunglii  sayanide  sayonbiz  mystery  clickwithvss  green  black  ranjansimkhada  eyeshotmag  artofvisuals  visualart  shotonrealme  ibispaintx  assam  assamphotographyclub  moodygrams,26.14,91.77,0,2021-10-11 12:43:40,Just posted a photo @ Assam       Created on phone  Inspired from  pinterest  Tags   illustration  2d  art  artwork  eye  illuminati  digitalart  tedhiunglii  sayanide  sayonbiz  mystery  clickwithvss  green  black  ranjansimkhada  eyeshotmag  artofvisuals  visualart  shotonrealme  ibispaintx  assam  assamphotographyclub  moodygrams,-0.183333333333333,Negative
"Presented a plant sapling to our beloved President Mr Manoj Kr Saikia on his birthday on 10/10/2021. bouquet 

Roller Skat…  Presented a plant sapling to our beloved President Mr Manoj Kr Saikia on his birthday on 10/10/2021. bouquet 

Roller Skating Association of Assam wishes him a happier and healthier years ahead.  ", Presented a plant sapling to our beloved President Mr Manoj Kr Saikia on his birthday on 10 10 2021.    Roller Skating Association of Assam wishes him a happier and healthier years ahead.,26.131575,91.815983,0,2021-10-12 05:32:08,"Presented a plant sapling to our beloved President Mr Manoj Kr Saikia on his birthday on 10/10/2021. bouquet 

Roller Skat…  Presented a plant sapling to our beloved President Mr Manoj Kr Saikia on his birthday on 10/10/2021. bouquet 

Roller Skating Association of Assam wishes him a happier and healthier years ahead.    Presented a plant sapling to our beloved President Mr Manoj Kr Saikia on his birthday on 10 10 2021.    Roller Skating Association of Assam wishes him a happier and healthier years ahead.",0.7,Very Positive
"On this auspicious occasion of Durga Pooja offered Saptami pooja to Maa Durga.

May maa Durga shower her blessings…  On this auspicious occasion of Durga Pooja offered Saptami pooja to Maa Durga.

May maa Durga shower her blessings and give power to rise and shine for glory. folded hands folded hands folded hands 

Jay Maa Durga! folded hands  @ Ganeshguri, Guawahati  ", On this auspicious occasion of Durga Pooja offered Saptami pooja to Maa Durga.  May maa Durga shower her blessings and give power to rise and shine for glory.      Jay Maa Durga   ,26.14730071,91.79181101,0,2021-10-12 07:23:05,"On this auspicious occasion of Durga Pooja offered Saptami pooja to Maa Durga.

May maa Durga shower her blessings…  On this auspicious occasion of Durga Pooja offered Saptami pooja to Maa Durga.

May maa Durga shower her blessings and give power to rise and shine for glory. folded hands folded hands folded hands 

Jay Maa Durga! folded hands  @ Ganeshguri, Guawahati    On this auspicious occasion of Durga Pooja offered Saptami pooja to Maa Durga.  May maa Durga shower her blessings and give power to rise and shine for glory.      Jay Maa Durga   ",0,Neutral
"Frustrating bank of India @MyIndianBank face with steam from nose  (@ Indian Bank in Guwahati, Assam)   ",,26.122707,91.798935,0,2021-10-12 07:42:07,"Frustrating bank of India @MyIndianBank face with steam from nose  (@ Indian Bank in Guwahati, Assam)    ",-0.4,Negative
Just posted a photo @ Radisson Blu Guwahati  ,,26.14146368,91.67359114,0,2021-10-11 14:50:06,Just posted a photo @ Radisson Blu Guwahati   ,0,Neutral
"#Maakamakhya #MeriMaa @ Kamakhya Temple, Guwahati, Assam  ",  Maakamakhya  MeriMaa,26.150686,91.730339,0,2021-10-12 03:22:26,"#Maakamakhya #MeriMaa @ Kamakhya Temple, Guwahati, Assam Maakamakhya MeriMaa",0,Neutral
সকলোকে শাৰদীয় শুভেচ্ছা জ্ঞাপন কৰিলোঁ ... দুৰ্গতি নাশিনী মা দুৰ্গাই সকলোৰে জীৱনৰ পৰা দুঃখ দুৰ্গতি নাশ কৰক.. তাৰে কা…  সকলোকে শাৰদীয় শুভেচ্ছা জ্ঞাপন কৰিলোঁ ... দুৰ্গতি নাশিনী মা দুৰ্গাই সকলোৰে জীৱনৰ পৰা দুঃখ দুৰ্গতি নাশ কৰক.. তাৰে কামনা কৰিলোঁ folded hands  Durga Puja  greetings to allfolded hands  #durgapuja #maakamakhya #Navratri #guwahati @ Kamakhya Temple  ,                                      ...                                                                ..                     Durga Puja  greetings to all   durgapuja  maakamakhya  Navratri  guwahati,26.16637738,91.70575619,0,2021-10-12 07:00:17,.. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. ... Durga Puja greetings to allfolded hands #durgapuja #maakamakhya #Navratri #guwahati @ Kamakhya Temple ..... Durga Puja greetings to all durgapuja maakamakhya Navratri guwahati,0,Neutral
Happy Durga Pujared heart red heart .. Subho Saptamifolded hands light skin tone folded hands light skin tone   @chaipiyo cafe lounge @ Chai Piyo  , Happy Durga Puja    .. Subho Saptami      chaipiyo cafe lounge,26.16079205,91.78104305,0,2021-10-12 07:36:32,Happy Durga Pujared heart red heart .. Subho Saptamifolded hands light skin tone folded hands light skin tone   @chaipiyo cafe lounge @ Chai Piyo    Happy Durga Puja    .. Subho Saptami      chaipiyo cafe lounge,0.48,Positive
"We're hiring! Click to apply: MS Optimization &amp; Performance Management    #Engineering #Guwahati, AS ",,26.1445169,91.7362365,0,2021-10-01 16:21:06,"We're hiring! Click to apply: MS Optimization &amp; Performance Management    #Engineering #Guwahati, AS  ",0,Neutral
"May Goddess Durga shower our life with peace and prosperity. Happy Durga Puja
.
Stay safe. Follow covid 19 safety p…  May Goddess Durga shower our life with peace and prosperity. Happy Durga Puja
.
Stay safe. Follow covid 19 safety precautions. @ Gyan Bikash Academy Guwahati  ", May Goddess Durga shower our life with peace and prosperity. Happy Durga Puja . Stay safe. Follow covid 19 safety precautions.,26.1712905,91.77811207,0,2021-10-12 10:27:57,"May Goddess Durga shower our life with peace and prosperity. Happy Durga Puja
.
Stay safe. Follow covid 19 safety p…  May Goddess Durga shower our life with peace and prosperity. Happy Durga Puja
.
Stay safe. Follow covid 19 safety precautions. @ Gyan Bikash Academy Guwahati    May Goddess Durga shower our life with peace and prosperity. Happy Durga Puja . Stay safe. Follow covid 19 safety precautions.",0.65,Very Positive
Just posted a photo @   ,,26.1771297,91.7543716,0,2021-10-12 12:57:15,Just posted a photo @    ,0,Neutral
"এসাজ মণিপুৰী..

Atoiba, Eromba, Uti Thongba, Yongchak Singju and some leftover Til Gahori.

#manipuricuisine +…  এসাজ মণিপুৰী..

Atoiba, Eromba, Uti Thongba, Yongchak Singju and some leftover Til Gahori.

#manipuricuisine + #porkwithsesame @ Casa Mia Guesthouse  ",             ..  Atoiba  Eromba  Uti Thongba  Yongchak Singju and some leftover Til Gahori.   manipuricuisine    porkwithsesame,26.135572,91.808464,0,2021-10-12 17:00:51,"এসাজ মণিপুৰী..

Atoiba, Eromba, Uti Thongba, Yongchak Singju and some leftover Til Gahori.

#manipuricuisine +…  এসাজ মণিপুৰী..

Atoiba, Eromba, Uti Thongba, Yongchak Singju and some leftover Til Gahori.

#manipuricuisine + #porkwithsesame @ Casa Mia Guesthouse                ..  Atoiba  Eromba  Uti Thongba  Yongchak Singju and some leftover Til Gahori.   manipuricuisine    porkwithsesame",0,Neutral
Just posted a photo @ Guwahati City  , Floral Vanilla classic cake            chocoholic guwahati  order now   7002048976  CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...        CHOCOHOLIC GUWAHATI       SWIGGY ORDER  https   www.swiggy.com amp menu restaurants chocoholic paltan bazaar guwahati 342422    Join My WhatsApp group    https   chat.whatsapp.com 0vwBuCsRnes6izPmdwXUf6    Chocoholic On Google      https   g.page chocoholicguwahati gm     FOllow Instagram page   https   www.instagram.com invites contact  i 1civ683lyf79u utm content 3f94pjy    facebook page     https   www.facebook.com chocoholicguwahati     facebook group     https   www.facebook.com groups 1586452274942874  ref share     MX TakaTak      https   share.mxtakatak.com s9QNqF2a     YouTube channel  https   youtube.com channel UCnl9dEAvEILxFspzP XKn4g     Telegram channel    t.me chocoholicguwahati     Twitter   https   twitter.com chocoholicghy status 1440934201340141568 s 24     Tumblr  https   chocoholicguwahati.tumblr.com      moja app   https   mojapp.in  chocoholicguwahati referrer iOS h Sjq7B5x I9fDz9        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  cricket  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.13635895,91.78461313,0,2021-10-12 16:49:48,Just posted a photo @ Guwahati City    Floral Vanilla classic cake            chocoholic guwahati  order now   7002048976  CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...        CHOCOHOLIC GUWAHATI       SWIGGY ORDER  https   www.swiggy.com amp menu restaurants chocoholic paltan bazaar guwahati 342422    Join My WhatsApp group    https   chat.whatsapp.com 0vwBuCsRnes6izPmdwXUf6    Chocoholic On Google      https   g.page chocoholicguwahati gm     FOllow Instagram page   https   www.instagram.com invites contact  i 1civ683lyf79u utm content 3f94pjy    facebook page     https   www.facebook.com chocoholicguwahati     facebook group     https   www.facebook.com groups 1586452274942874  ref share     MX TakaTak      https   share.mxtakatak.com s9QNqF2a     YouTube channel  https   youtube.com channel UCnl9dEAvEILxFspzP XKn4g     Telegram channel    t.me chocoholicguwahati     Twitter   https   twitter.com chocoholicghy status 1440934201340141568 s 24     Tumblr  https   chocoholicguwahati.tumblr.com      moja app   https   mojapp.in  chocoholicguwahati referrer iOS h Sjq7B5x I9fDz9        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  cricket  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.461111111111111,Positive
